MessageType,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis
Fix,GT,37.4166186,-122.082065,,0.001,0.1,92.89661,1589574434445
Fix,GT,37.4166186,-122.082065,,0.0015506981,0.1,92.897095,1589574435445
Fix,GT,37.4166186,-122.082065,,0.002236068,0.1,92.897156,1589574436445
Fix,GT,37.4166186,-122.082065,,0.0018699121,0.1,92.89703,1589574437445
Fix,GT,37.4166186,-122.082065,,0.002193018,0.1,92.897064,1589574438445
Fix,GT,37.4166186,-122.082065,,0.002198931,0.1,92.89679,1589574439445
Fix,GT,37.4166186,-122.082065,,0.0011845422,0.1,92.89642,1589574440445
Fix,GT,37.4166186,-122.082065,,0.0017803694,0.1,92.89636,1589574441445
Fix,GT,37.4166186,-122.082065,,0.0018699121,0.1,92.896454,1589574442445
Fix,GT,37.4166186,-122.082065,,0.0016751955,0.1,92.89639,1589574443445
Fix,GT,37.4166186,-122.082065,,0.0015544761,0.1,92.89609,1589574444445
Fix,GT,37.4166186,-122.082065,,0.0011845422,0.1,92.895874,1589574445445
Fix,GT,37.4166186,-122.082065,,0.0014142136,0.1,92.89581,1589574446445
Fix,GT,37.4166186,-122.082065,,0.0017803696,0.1,92.89551,1589574447445
Fix,GT,37.4166186,-122.082065,,0.0018699123,0.1,92.89484,1589574448445
Fix,GT,37.4166186,-122.082065,,0.0014142136,0.1,92.89459,1589574449445
Fix,GT,37.4166186,-122.082065,,0.0014142136,0.1,92.89465,1589574450445
Fix,GT,37.4166186,-122.082065,,0.0012296715,0.1,92.89441,1589574451445
Fix,GT,37.4166186,-122.082065,,0.001891048,0.1,92.894775,1589574452445
Fix,GT,37.4166186,-122.082065,,0.0030722986,0.1,92.89499,1589574453445
Fix,GT,37.4166186,-122.082065,,0.0027496289,0.1,92.89496,1589574454445
Fix,GT,37.4166186,-122.082065,,0.0018699121,0.1,92.89484,1589574455445
Fix,GT,37.4166186,-122.082065,,0.0014142136,0.1,92.89462,1589574456445
Fix,GT,37.4166186,-122.082065,,0.0012296715,0.1,92.89453,1589574457445
Fix,GT,37.4166186,-122.082065,,0.0011845421,0.1,92.89459,1589574458445
Fix,GT,37.4166186,-122.082065,,0.0020442796,0.1,92.89465,1589574459445
Fix,GT,37.4166186,-122.082065,,0.0031746547,0.1,92.89459,1589574460445
Fix,GT,37.4166186,-122.082065,,0.0034080623,0.1,92.894775,1589574461445
Fix,GT,37.4166186,-122.082065,,0.002644455,0.1,92.894714,1589574462445
Fix,GT,37.4166186,-122.082065,,0.0021051741,0.1,92.894226,1589574463445
Fix,GT,37.4166186,-122.082065,,0.002130894,0.1,92.89426,1589574464445
Fix,GT,37.4166186,-122.082065,,0.0023690842,0.1,92.89377,1589574465445
Fix,GT,37.4166186,-122.082065,,0.0025645168,0.1,92.8934,1589574466445
Fix,GT,37.4166186,-122.082065,,0.002130894,0.1,92.89404,1589574467445
Fix,GT,37.4166186,-122.082065,,0.0021051741,0.1,92.89487,1589574468445
Fix,GT,37.4166186,-122.0820651,,0.0018699123,0.1,92.89505,1589574469445
Fix,GT,37.4166186,-122.0820651,,0.0012296715,0.1,92.894714,1589574470445
Fix,GT,37.4166186,-122.0820651,,0.0015506978,0.1,92.89441,1589574471445
Fix,GT,37.4166186,-122.082065,,0.05133702,0.1,92.89487,1589574472445
Fix,GT,37.4166185,-122.0820636,,0.27234328,0.1,92.75781,1589574473445
Fix,GT,37.4166184,-122.0820587,,0.46201324,0.1,92.25415,1589574474445
Fix,GT,37.4166184,-122.0820542,,0.25196418,0.1,91.819336,1589574475445
Fix,GT,37.4166183,-122.0820537,,0.0032179044,0.1,91.7926,1589574476445
Fix,GT,37.4166183,-122.0820537,,0.00055447617,0.1,91.79236,1589574477445
Fix,GT,37.4166183,-122.0820537,,0.00063006586,0.1,91.79166,1589574478445
Fix,GT,37.4166184,-122.0820537,,0.0012296715,0.1,91.791534,1589574479445
Fix,GT,37.4166184,-122.0820537,,0.00055447617,0.1,91.790924,1589574480445
Fix,GT,37.4166184,-122.0820537,,0.0,0.1,91.79059,1589574481445
Fix,GT,37.4166184,-122.0820537,,0.00063006586,0.1,91.79077,1589574482445
Fix,GT,37.4166184,-122.0820537,,0.0016751954,0.1,91.79025,1589574483445
Fix,GT,37.4166184,-122.0820537,,0.0015544762,0.1,91.79013,1589574484445
Fix,GT,37.4166184,-122.0820537,,0.001184542,0.1,91.789825,1589574485445
Fix,GT,37.4166184,-122.0820535,,0.07119947,0.1,91.78369,1589574486445
Fix,GT,37.4166185,-122.08205,,0.755042,0.1,91.298004,1589574487445
Fix,GT,37.4166191,-122.0820328,,2.5082889,0.1,88.76715,1589574488445
Fix,GT,37.4166207,-122.0819938,,4.4305873,0.1,86.486725,1589574489445
Fix,GT,37.4166229,-122.0819353,,5.9079037,0.1,86.36966,1589574490445
Fix,GT,37.4166257,-122.0818607,,7.2783084,0.1,86.18411,1589574491445
Fix,GT,37.4166282,-122.0817719,,8.415937,0.1,87.07364,1589574492445
Fix,GT,37.4166288,-122.0816712,,9.388592,0.1,88.851654,1589574493445
Fix,GT,37.4166268,-122.0815596,,10.355209,0.1,90.45822,1589574494445
Fix,GT,37.4166227,-122.0814368,,11.397598,0.1,91.47443,1589574495445
Fix,GT,37.4166163,-122.0813031,,12.235016,0.1,92.47827,1589574496445
Fix,GT,37.4166078,-122.0811626,,12.602385,0.1,93.22882,1589574497445
Fix,GT,37.4165985,-122.0810192,,12.867484,0.1,93.32245,1589574498445
Fix,GT,37.4165896,-122.0808724,,13.1915045,0.1,92.95831,1589574499445
Fix,GT,37.4165808,-122.0807219,,13.515022,0.1,92.83789,1589574500445
Fix,GT,37.4165718,-122.080568,,13.774807,0.1,92.876465,1589574501445
Fix,GT,37.4165631,-122.0804115,,13.948257,0.1,92.559235,1589574502445
Fix,GT,37.4165548,-122.0802541,,13.937084,0.1,92.44202,1589574503445
Fix,GT,37.4165462,-122.0800982,,13.666863,0.1,92.756775,1589574504445
Fix,GT,37.4165371,-122.0799476,,13.021857,0.1,93.25641,1589574505445
Fix,GT,37.4165276,-122.079805,,12.331705,0.1,93.69147,1589574506445
Fix,GT,37.4165177,-122.0796681,,11.993114,0.1,94.0459,1589574507445
Fix,GT,37.4165076,-122.0795359,,11.4444065,0.1,94.33154,1589574508445
Fix,GT,37.4164978,-122.0794112,,10.805789,0.1,94.385895,1589574509445
Fix,GT,37.4164885,-122.0792919,,10.597126,0.1,94.243225,1589574510445
Fix,GT,37.4164793,-122.0791708,,11.037254,0.1,94.16077,1589574511445
Fix,GT,37.4164698,-122.0790439,,11.50075,0.1,93.793365,1589574512445
Fix,GT,37.4164614,-122.0789158,,11.169938,0.1,93.16226,1589574513445
Fix,GT,37.4164542,-122.0787947,,10.322634,0.1,92.7449,1589574514445
Fix,GT,37.4164479,-122.0786829,,9.574808,0.1,92.8703,1589574515445
Fix,GT,37.4164412,-122.0785779,,9.037104,0.1,93.53879,1589574516445
Fix,GT,37.4164338,-122.0784804,,8.124147,0.1,94.3681,1589574517445
Fix,GT,37.4164264,-122.0783978,,6.4741354,0.1,95.47015,1589574518445
Fix,GT,37.4164197,-122.0783366,,4.4075794,0.1,96.81445,1589574519445
Fix,GT,37.416415,-122.0783004,,2.0251405,0.1,97.715454,1589574520445
Fix,GT,37.4164135,-122.0782887,,0.2889304,0.1,97.941376,1589574521445
Fix,GT,37.4164135,-122.0782885,,0.008470968,0.1,97.96173,1589574522445
Fix,GT,37.4164135,-122.0782885,,0.0046093804,0.1,97.963776,1589574523445
Fix,GT,37.4164135,-122.0782885,,0.003214127,0.1,97.963135,1589574524445
Fix,GT,37.4164135,-122.0782885,,0.002236068,0.1,97.96326,1589574525445
Fix,GT,37.4164135,-122.0782885,,0.0026487163,0.1,97.96289,1589574526445
Fix,GT,37.4164135,-122.0782887,,0.002198932,0.1,97.96265,1589574527445
Fix,GT,37.4164134,-122.0782888,,0.001,0.1,97.962555,1589574528445
Fix,GT,37.4164134,-122.0782888,,0.0014455237,0.1,97.96335,1589574529445
Fix,GT,37.4164134,-122.0782888,,0.0015544766,0.1,97.963776,1589574530445
Fix,GT,37.4164134,-122.0782888,,0.001184542,0.1,97.96341,1589574531445
Fix,GT,37.4164134,-122.0782888,,0.0007841482,0.1,97.96359,1589574532445
Fix,GT,37.4164134,-122.0782888,,0.0,0.1,97.96387,1589574533445
Fix,GT,37.4164134,-122.0782888,,0.0006300654,0.1,97.96362,1589574534445
Fix,GT,37.4164134,-122.0782888,,0.0007841482,0.1,97.96356,1589574535445
Fix,GT,37.4164134,-122.0782888,,0.0,0.1,97.96344,1589574536445
Fix,GT,37.4164134,-122.0782888,,0.000996221,0.1,97.96335,1589574537445
Fix,GT,37.4164134,-122.0782888,,0.0022360682,0.1,97.96344,1589574538445
Fix,GT,37.4164134,-122.0782888,,0.0022360682,0.1,97.96353,1589574539445
Fix,GT,37.4164134,-122.0782888,,0.002236068,0.1,97.96359,1589574540445
Fix,GT,37.4164134,-122.0782888,,0.0016853707,0.1,97.96387,1589574541445
Fix,GT,37.4164134,-122.0782888,,0.001,0.1,97.96338,1589574542445
Fix,GT,37.4164134,-122.0782888,,0.001,0.1,97.963165,1589574543445
Fix,GT,37.4164134,-122.0782888,,0.0015506974,0.1,97.96295,1589574544445
Fix,GT,37.4164134,-122.0782888,,0.002236068,0.1,97.96216,1589574545445
Fix,GT,37.4164134,-122.0782888,,0.0021308942,0.1,97.96167,1589574546445
Fix,GT,37.4164134,-122.0782888,,0.0015544766,0.1,97.96152,1589574547445
Fix,GT,37.4164134,-122.0782888,,0.001184542,0.1,97.96167,1589574548445
Fix,GT,37.4164134,-122.0782888,,0.0017803691,0.1,97.961914,1589574549445
Fix,GT,37.4164134,-122.0782888,,0.002236068,0.1,97.961334,1589574550445
Fix,GT,37.4164134,-122.0782888,,0.0016853707,0.1,97.960785,1589574551445
Fix,GT,37.4164134,-122.0782888,,0.0015506974,0.1,97.96054,1589574552445
Fix,GT,37.4164134,-122.0782888,,0.0032322889,0.1,97.960266,1589574553445
Fix,GT,37.4164134,-122.0782888,,0.004086052,0.1,97.96112,1589574554445
Fix,GT,37.4164134,-122.0782888,,0.002629259,0.1,97.96167,1589574555445
Fix,GT,37.4164134,-122.0782888,,0.0014142136,0.1,97.96146,1589574556445
Fix,GT,37.4164134,-122.0782888,,0.0017803691,0.1,97.96155,1589574557445
Fix,GT,37.4164134,-122.0782888,,0.0018699125,0.1,97.9617,1589574558445
Fix,GT,37.4164134,-122.0782888,,0.0012296716,0.1,97.961945,1589574559445
Fix,GT,37.4164134,-122.0782888,,0.001,0.1,97.961945,1589574560445
Fix,GT,37.4164134,-122.0782888,,0.0021608344,0.1,97.9617,1589574561445
Fix,GT,37.4164134,-122.0782888,,0.0033357642,0.1,97.96173,1589574562445
Fix,GT,37.4164134,-122.0782888,,0.0032697874,0.1,97.96124,1589574563445
Fix,GT,37.4164134,-122.0782888,,0.0029954142,0.1,97.9613,1589574564445
Fix,GT,37.4164134,-122.0782888,,0.0018699125,0.1,97.96164,1589574565445
Fix,GT,37.4164134,-122.0782888,,0.002044279,0.1,97.96164,1589574566445
Fix,GT,37.4164134,-122.0782888,,0.0028284271,0.1,97.961945,1589574567445
Fix,GT,37.4164134,-122.0782888,,0.0028284271,0.1,97.96173,1589574568445
Fix,GT,37.4164134,-122.0782888,,0.0029771654,0.1,97.96124,1589574569445
Fix,GT,37.4164134,-122.0782888,,0.0026444555,0.1,97.961334,1589574570445
Fix,GT,37.4164134,-122.0782889,,0.001108953,0.1,97.96167,1589574571445
Fix,GT,37.4164134,-122.0782889,,0.0,0.1,97.961914,1589574572445
Fix,GT,37.4164134,-122.0782889,,0.0019924415,0.1,97.962524,1589574573445
Fix,GT,37.4164134,-122.0782889,,0.0048789117,0.1,97.962494,1589574574445
Fix,GT,37.4164134,-122.0782883,,0.128247,0.1,97.96912,1589574575445
Fix,GT,37.4164128,-122.0782848,,0.5883967,0.1,98.26642,1589574576445
Fix,GT,37.4164104,-122.0782731,,1.6091951,0.1,100.14807,1589574577445
Fix,GT,37.4164048,-122.0782514,,2.1627958,0.1,104.3129,1589574578445
Fix,GT,37.4163994,-122.0782334,,1.0645092,0.1,108.037964,1589574579445
Fix,GT,37.4163978,-122.0782283,,0.12819642,0.1,109.22577,1589574580445
Fix,GT,37.4163955,-122.0782231,,1.061255,0.1,111.40692,1589574581445
Fix,GT,37.4163821,-122.078206,,2.977038,0.1,124.622955,1589574582445
Fix,GT,37.416349,-122.0781861,,4.7109385,0.1,150.70026,1589574583445
Fix,GT,37.4162983,-122.0781785,,6.248572,0.1,172.35724,1589574584445
Fix,GT,37.4162347,-122.0781795,,7.6618567,0.1,179.69556,1589574585445
Fix,GT,37.4161612,-122.0781818,,8.412456,0.1,180.41786,1589574586445
Fix,GT,37.4160861,-122.0781855,,8.099009,0.1,181.34456,1589574587445
Fix,GT,37.4160172,-122.0781905,,7.1725917,0.1,182.44788,1589574588445
Fix,GT,37.4159578,-122.0781961,,6.0317645,0.1,183.0627,1589574589445
Fix,GT,37.4159097,-122.0782008,,4.6075807,0.1,183.20367,1589574590445
Fix,GT,37.4158759,-122.0782042,,2.820952,0.1,183.29686,1589574591445
Fix,GT,37.4158587,-122.078206,,1.0768967,0.1,183.34204,1589574592445
Fix,GT,37.4158539,-122.0782064,,0.20364647,0.1,183.35373,1589574593445
Fix,GT,37.4158528,-122.0782066,,0.24179347,0.1,183.35768,1589574594445
Fix,GT,37.4158469,-122.0782072,,1.1220882,0.1,183.41525,1589574595445
Fix,GT,37.4158319,-122.0782089,,2.1007426,0.1,183.5504,1589574596445
Fix,GT,37.4158131,-122.078211,,1.913477,0.1,183.56456,1589574597445
Fix,GT,37.4157995,-122.0782123,,1.0708215,0.1,183.45256,1589574598445
Fix,GT,37.4157934,-122.078213,,0.3507425,0.1,183.37918,1589574599445
Fix,GT,37.415792,-122.0782132,,0.013769694,0.1,183.36156,1589574600445
Fix,GT,37.4157921,-122.0782131,,0.0034052366,0.1,183.36116,1589574601445
Fix,GT,37.4157921,-122.0782131,,0.003892523,0.1,183.36182,1589574602445
Fix,GT,37.4157921,-122.0782131,,0.003259324,0.1,183.36218,1589574603445
Fix,GT,37.4157921,-122.0782131,,0.0025645173,0.1,183.36258,1589574604445
Fix,GT,37.4157921,-122.0782131,,0.0025764173,0.1,183.36284,1589574605445
Fix,GT,37.415792,-122.0782131,,0.044547223,0.1,183.36415,1589574606445
Fix,GT,37.4157905,-122.0782132,,0.4980973,0.1,183.34294,1589574607445
Fix,GT,37.4157806,-122.0782142,,1.9089143,0.1,183.22203,1589574608445
Fix,GT,37.4157548,-122.0782164,,3.7919636,0.1,182.8317,1589574609445
Fix,GT,37.4157138,-122.0782193,,5.3057966,0.1,181.81342,1589574610445
Fix,GT,37.4156602,-122.078221,,6.6485853,0.1,179.95041,1589574611445
Fix,GT,37.4155939,-122.0782205,,8.120247,0.1,178.24585,1589574612445
Fix,GT,37.4155142,-122.0782189,,9.546677,0.1,177.9018,1589574613445
Fix,GT,37.4154232,-122.0782181,,10.5834255,0.1,178.47272,1589574614445
Fix,GT,37.4153244,-122.0782183,,11.2934475,0.1,178.91296,1589574615445
Fix,GT,37.41522,-122.0782188,,11.821499,0.1,178.87158,1589574616445
Fix,GT,37.4151123,-122.078219,,12.021506,0.1,178.71307,1589574617445
Fix,GT,37.4150044,-122.0782188,,11.920163,0.1,178.60913,1589574618445
Fix,GT,37.4148979,-122.0782186,,11.730879,0.1,178.57013,1589574619445
Fix,GT,37.4147932,-122.0782183,,11.492758,0.1,178.55627,1589574620445
Fix,GT,37.4146904,-122.078218,,11.39179,0.1,178.51697,1589574621445
Fix,GT,37.4145869,-122.0782175,,11.647795,0.1,178.4079,1589574622445
Fix,GT,37.4144798,-122.0782167,,12.110432,0.1,178.28229,1589574623445
Fix,GT,37.4143687,-122.0782157,,12.540846,0.1,178.25378,1589574624445
Fix,GT,37.4142539,-122.0782145,,12.989959,0.1,178.24646,1589574625445
Fix,GT,37.4141345,-122.0782133,,13.552016,0.1,178.3783,1589574626445
Fix,GT,37.4140095,-122.0782128,,14.176253,0.1,178.6831,1589574627445
Fix,GT,37.413879,-122.0782127,,14.787866,0.1,178.81885,1589574628445
Fix,GT,37.4137435,-122.0782128,,15.259357,0.1,178.77197,1589574629445
Fix,GT,37.4136046,-122.0782129,,15.538803,0.1,178.72418,1589574630445
Fix,GT,37.4134636,-122.078213,,15.74509,0.1,178.87152,1589574631445
Fix,GT,37.413321,-122.0782141,,15.907841,0.1,179.15692,1589574632445
Fix,GT,37.4131777,-122.0782156,,15.869102,0.1,179.14734,1589574633445
Fix,GT,37.4130363,-122.0782164,,15.485988,0.1,178.86841,1589574634445
Fix,GT,37.4128996,-122.0782166,,14.812256,0.1,178.8341,1589574635445
Fix,GT,37.4127698,-122.0782174,,14.002155,0.1,179.1549,1589574636445
Fix,GT,37.412647,-122.0782189,,13.309284,0.1,179.4054,1589574637445
Fix,GT,37.4125288,-122.0782206,,13.0102005,0.1,179.29175,1589574638445
Fix,GT,37.4124114,-122.0782215,,13.085335,0.1,178.97986,1589574639445
Fix,GT,37.412293,-122.0782218,,13.221335,0.1,178.81293,1589574640445
Fix,GT,37.4121729,-122.078222,,13.461435,0.1,178.81079,1589574641445
Fix,GT,37.4120505,-122.0782221,,13.674012,0.1,178.79175,1589574642445
Fix,GT,37.4119271,-122.0782222,,13.657051,0.1,178.69098,1589574643445
Fix,GT,37.411805,-122.0782218,,13.485198,0.1,178.58344,1589574644445
Fix,GT,37.411684,-122.0782216,,13.356413,0.1,178.70288,1589574645445
Fix,GT,37.4115638,-122.0782218,,13.324513,0.1,178.88898,1589574646445
Fix,GT,37.4114443,-122.078223,,13.160774,0.1,179.7146,1589574647445
Fix,GT,37.4113276,-122.0782301,,12.579535,0.1,183.43245,1589574648445
Fix,GT,37.4112197,-122.0782511,,11.470213,0.1,190.80997,1589574649445
Fix,GT,37.4111272,-122.0782897,,10.214839,0.1,201.60945,1589574650445
Fix,GT,37.4110509,-122.0783482,,9.755625,0.1,214.9392,1589574651445
Fix,GT,37.4109889,-122.0784279,,9.947141,0.1,229.31116,1589574652445
Fix,GT,37.4109457,-122.0785282,,10.173176,0.1,245.85379,1589574653445
Fix,GT,37.410929,-122.078643,,10.469715,0.1,264.8763,1589574654445
Fix,GT,37.4109433,-122.0787619,,10.824369,0.1,283.2153,1589574655445
Fix,GT,37.4109852,-122.0788746,,11.098055,0.1,298.62793,1589574656445
Fix,GT,37.4110482,-122.0789727,,11.077366,0.1,312.39093,1589574657445
Fix,GT,37.4111256,-122.0790488,,10.625276,0.1,324.99146,1589574658445
Fix,GT,37.4112094,-122.0791003,,10.012859,0.1,336.38705,1589574659445
Fix,GT,37.4112944,-122.0791287,,9.52453,0.1,347.75134,1589574660445
Fix,GT,37.4113791,-122.079134,,9.247776,0.1,359.65323,1589574661445
Fix,GT,37.4114613,-122.079117,,9.133933,0.1,11.975372,1589574662445
Fix,GT,37.4115371,-122.0790777,,9.000652,0.1,25.58432,1589574663445
Fix,GT,37.4116023,-122.0790171,,9.003053,0.1,39.57791,1589574664445
Fix,GT,37.4116562,-122.0789378,,9.400811,0.1,51.503998,1589574665445
Fix,GT,37.4117002,-122.0788435,,9.809043,0.1,61.14026,1589574666445
Fix,GT,37.4117313,-122.0787382,,9.948994,0.1,72.434845,1589574667445
Fix,GT,37.4117435,-122.0786256,,10.145403,0.1,85.59491,1589574668445
Fix,GT,37.4117352,-122.0785086,,10.66057,0.1,97.91028,1589574669445
Fix,GT,37.4117079,-122.0783883,,11.426094,0.1,107.43863,1589574670445
Fix,GT,37.4116666,-122.0782642,,12.316456,0.1,112.86429,1589574671445
Fix,GT,37.411617,-122.0781339,,13.212032,0.1,115.175354,1589574672445
Fix,GT,37.411561,-122.0779962,,14.129631,0.1,116.039215,1589574673445
Fix,GT,37.4115002,-122.07785,,15.069472,0.1,116.53998,1589574674445
Fix,GT,37.4114349,-122.0776948,,15.955982,0.1,116.558685,1589574675445
Fix,GT,37.4113661,-122.077531,,16.788326,0.1,116.60315,1589574676445
Fix,GT,37.4112937,-122.0773595,,17.523598,0.1,116.7941,1589574677445
Fix,GT,37.4112182,-122.0771815,,18.1282,0.1,116.779144,1589574678445
Fix,GT,37.4111408,-122.0769978,,18.675999,0.1,116.59851,1589574679445
Fix,GT,37.4110615,-122.0768083,,19.228146,0.1,116.358215,1589574680445
Fix,GT,37.4109803,-122.0766131,,19.763453,0.1,116.2872,1589574681445
Fix,GT,37.410897,-122.076413,,20.232868,0.1,116.39981,1589574682445
Fix,GT,37.4108112,-122.0762091,,20.543434,0.1,116.62094,1589574683445
Fix,GT,37.4107233,-122.0760031,,20.762178,0.1,116.8732,1589574684445
Fix,GT,37.4106342,-122.0757955,,20.95969,0.1,117.00522,1589574685445
Fix,GT,37.4105449,-122.0755866,,21.003868,0.1,116.67175,1589574686445
Fix,GT,37.4104573,-122.0753768,,20.938213,0.1,115.97595,1589574687445
Fix,GT,37.4103713,-122.0751669,,20.872688,0.1,115.77344,1589574688445
Fix,GT,37.4102846,-122.0749574,,20.930176,0.1,116.35535,1589574689445
Fix,GT,37.4101955,-122.0747483,,21.049984,0.1,117.116,1589574690445
Fix,GT,37.4101041,-122.0745395,,21.145737,0.1,117.59778,1589574691445
Fix,GT,37.4100114,-122.0743306,,21.160038,0.1,117.87021,1589574692445
Fix,GT,37.4099184,-122.074122,,21.146278,0.1,118.0343,1589574693445
Fix,GT,37.4098257,-122.0739131,,21.203775,0.1,117.71207,1589574694445
Fix,GT,37.409734,-122.0737026,,21.270565,0.1,117.155365,1589574695445
Fix,GT,37.4096424,-122.0734908,,21.379206,0.1,117.226105,1589574696445
Fix,GT,37.4095494,-122.0732786,,21.472763,0.1,117.690094,1589574697445
Fix,GT,37.4094545,-122.0730668,,21.501942,0.1,118.11636,1589574698445
Fix,GT,37.4093592,-122.0728558,,21.42765,0.1,118.13458,1589574699445
Fix,GT,37.4092643,-122.0726461,,21.269655,0.1,118.24231,1589574700445
Fix,GT,37.4091695,-122.0724384,,21.106285,0.1,118.42795,1589574701445
Fix,GT,37.4090759,-122.0722319,,20.94087,0.1,118.13434,1589574702445
Fix,GT,37.4089835,-122.0720266,,20.782417,0.1,118.15781,1589574703445
Fix,GT,37.4088899,-122.0718246,,20.592876,0.1,119.490845,1589574704445
Fix,GT,37.4087917,-122.0716287,,20.352848,0.1,121.70398,1589574705445
Fix,GT,37.4086885,-122.0714401,,20.114857,0.1,124.306366,1589574706445
Fix,GT,37.4085781,-122.0712612,,19.947124,0.1,128.20837,1589574707445
Fix,GT,37.4084578,-122.0710934,,20.013096,0.1,132.27704,1589574708445
Fix,GT,37.408328,-122.0709343,,20.236786,0.1,135.88806,1589574709445
Fix,GT,37.4081889,-122.0707844,,20.440804,0.1,139.7575,1589574710445
Fix,GT,37.4080406,-122.070646,,20.572504,0.1,143.74496,1589574711445
Fix,GT,37.4078843,-122.0705196,,20.66793,0.1,147.61487,1589574712445
Fix,GT,37.4077205,-122.0704068,,20.797897,0.1,151.7959,1589574713445
Fix,GT,37.4075493,-122.0703083,,20.980612,0.1,155.82452,1589574714445
Fix,GT,37.4073716,-122.0702239,,21.146927,0.1,159.78204,1589574715445
Fix,GT,37.4071882,-122.0701564,,21.24223,0.1,164.31049,1589574716445
Fix,GT,37.4070008,-122.0701062,,21.251312,0.1,168.38452,1589574717445
Fix,GT,37.4068113,-122.0700714,,21.207443,0.1,172.01038,1589574718445
Fix,GT,37.4066209,-122.0700517,,21.170952,0.1,175.35358,1589574719445
Fix,GT,37.4064303,-122.0700427,,21.152866,0.1,177.25647,1589574720445
Fix,GT,37.4062395,-122.0700395,,21.195547,0.1,178.29578,1589574721445
Fix,GT,37.406048,-122.0700378,,21.305246,0.1,178.07458,1589574722445
Fix,GT,37.4058553,-122.0700328,,21.549707,0.1,176.87378,1589574723445
Fix,GT,37.40566,-122.0700228,,21.837677,0.1,176.0293,1589574724445
Fix,GT,37.4054626,-122.0700106,,22.004665,0.1,175.73218,1589574725445
Fix,GT,37.405264,-122.0699981,,22.153557,0.1,175.90466,1589574726445
Fix,GT,37.4050637,-122.0699875,,22.298927,0.1,176.6759,1589574727445
Fix,GT,37.4048621,-122.0699813,,22.46073,0.1,177.75867,1589574728445
Fix,GT,37.4046588,-122.0699789,,22.664255,0.1,178.44196,1589574729445
Fix,GT,37.4044535,-122.0699786,,22.880978,0.1,178.63379,1589574730445
Fix,GT,37.4042463,-122.0699786,,23.115005,0.1,178.74292,1589574731445
Fix,GT,37.4040371,-122.0699792,,23.300995,0.1,178.85876,1589574732445
Fix,GT,37.4038263,-122.06998,,23.490032,0.1,178.77856,1589574733445
Fix,GT,37.4036137,-122.0699805,,23.702457,0.1,178.74078,1589574734445
Fix,GT,37.4033991,-122.0699814,,23.932333,0.1,178.96509,1589574735445
Fix,GT,37.4031825,-122.069983,,24.161089,0.1,179.0119,1589574736445
Fix,GT,37.402964,-122.0699849,,24.342882,0.1,179.09833,1589574737445
Fix,GT,37.4027439,-122.0699876,,24.513939,0.1,179.30151,1589574738445
Fix,GT,37.402522,-122.0699905,,24.74757,0.1,179.26868,1589574739445
Fix,GT,37.4022977,-122.0699931,,25.031878,0.1,179.14178,1589574740445
Fix,GT,37.4020708,-122.0699956,,25.348625,0.1,179.19983,1589574741445
Fix,GT,37.4018409,-122.0699981,,25.696339,0.1,179.09064,1589574742445
Fix,GT,37.4016076,-122.0699997,,26.077127,0.1,178.95148,1589574743445
Fix,GT,37.4013713,-122.0700006,,26.349022,0.1,178.79236,1589574744445
Fix,GT,37.4011332,-122.0699999,,26.496527,0.1,178.36603,1589574745445
Fix,GT,37.4008936,-122.0699957,,26.726377,0.1,177.45209,1589574746445
Fix,GT,37.4006521,-122.0699846,,26.96015,0.1,175.79364,1589574747445
Fix,GT,37.4004092,-122.0699633,,27.153736,0.1,173.68481,1589574748445
Fix,GT,37.400165,-122.0699303,,27.433565,0.1,171.50494,1589574749445
Fix,GT,37.3999195,-122.0698853,,27.679062,0.1,169.31909,1589574750445
Fix,GT,37.3996734,-122.0698297,,27.847683,0.1,167.8338,1589574751445
Fix,GT,37.399427,-122.0697685,,27.900597,0.1,167.17133,1589574752445
Fix,GT,37.399181,-122.0697048,,27.828798,0.1,166.75879,1589574753445
Fix,GT,37.3989361,-122.0696396,,27.741331,0.1,166.54034,1589574754445
Fix,GT,37.3986922,-122.0695739,,27.598572,0.1,166.45074,1589574755445
Fix,GT,37.3984499,-122.069508,,27.433723,0.1,166.35352,1589574756445
Fix,GT,37.3982088,-122.0694422,,27.30833,0.1,166.4403,1589574757445
Fix,GT,37.397969,-122.0693777,,27.071672,0.1,166.59448,1589574758445
Fix,GT,37.3977315,-122.0693144,,26.853977,0.1,166.67157,1589574759445
Fix,GT,37.3974953,-122.0692518,,26.753967,0.1,166.7243,1589574760445
Fix,GT,37.3972601,-122.0691892,,26.609283,0.1,166.50299,1589574761445
Fix,GT,37.3970268,-122.0691255,,26.424145,0.1,166.25641,1589574762445
Fix,GT,37.3967946,-122.0690618,,26.360714,0.1,166.45789,1589574763445
Fix,GT,37.3965621,-122.0689994,,26.421947,0.1,166.6156,1589574764445
Fix,GT,37.3963292,-122.0689367,,26.446938,0.1,166.43085,1589574765445
Fix,GT,37.3960965,-122.0688733,,26.417995,0.1,166.40723,1589574766445
Fix,GT,37.3958639,-122.0688109,,26.384716,0.1,166.77661,1589574767445
Fix,GT,37.3956309,-122.068751,,26.378529,0.1,167.36566,1589574768445
Fix,GT,37.3953973,-122.0686955,,26.376093,0.1,168.56519,1589574769445
